order_id,order_date,process_group,warehouse_id,picker_id,items_count,processing_time_min,labor_cost,error_flag,on_time_delivery
ORD_948,2024-01-10,B,WH_01,P_17,10,20.8547377620369,17.807743403314525,0,1
ORD_949,2024-01-10,A,WH_01,P_8,11,23.254253080276538,15.865021267826563,0,1
ORD_950,2024-01-10,A,WH_01,P_6,4,33.734074733194035,20.105872474896977,0,1
ORD_951,2024-01-10,A,WH_01,P_7,4,33.19264190207137,18.52675441075767,0,1
ORD_952,2024-01-10,B,WH_01,P_8,7,27.383045352258296,13.72059110514424,0,0
ORD_953,2024-01-10,A,WH_01,P_12,9,30.58107410657436,19.576838563345312,0,1
ORD_954,2024-01-10,A,WH_01,P_8,2,17.170640550114435,12.972624649690498,0,1
ORD_955,2024-01-10,A,WH_01,P_16,1,34.94639626067214,20.965963438099553,0,0
ORD_956,2024-01-10,B,WH_01,P_5,13,30.058787879806577,19.0951173613415,0,1
ORD_957,2024-01-10,A,WH_01,P_5,11,45.11056937021667,15.939853970990114,0,1
ORD_958,2024-01-10,A,WH_01,P_17,18,43.3122938960878,15.215961096935178,0,1
ORD_959,2024-01-10,B,WH_01,P_10,12,26.926567928040633,10.496242508729807,0,1
ORD_960,2024-01-10,A,WH_01,P_16,17,40.455146171594734,18.696018849446407,0,0
ORD_961,2024-01-10,A,WH_01,P_12,8,32.77677161075119,12.043009932589323,1,1
ORD_962,2024-01-10,B,WH_01,P_7,12,25.720627387709797,14.469501337824854,0,1
ORD_963,2024-01-10,B,WH_01,P_6,15,28.53219417127584,15.008024669408744,0,1
ORD_964,2024-01-10,B,WH_01,P_12,5,30.047630226043005,11.111565665396894,0,1
ORD_965,2024-01-10,A,WH_01,P_16,6,42.45425650821524,24.163465320985743,0,1
ORD_966,2024-01-10,B,WH_01,P_5,14,22.066988183922557,17.1283431098096,0,1
ORD_967,2024-01-10,B,WH_01,P_2,2,26.914969627580845,16.26255272068442,0,1
ORD_968,2024-01-10,B,WH_01,P_6,7,39.661938001191714,14.947759308488154,0,1
ORD_969,2024-01-10,B,WH_01,P_17,2,36.4801874757697,14.689601981332952,0,1
ORD_970,2024-01-10,B,WH_01,P_4,10,34.0258502779768,14.396643068992477,0,1
ORD_971,2024-01-10,A,WH_01,P_18,17,32.452506455674765,14.925215800242697,0,1
ORD_972,2024-01-10,A,WH_01,P_20,19,34.390984101833375,17.760646963701966,0,1
ORD_973,2024-01-10,B,WH_01,P_14,11,35.366819730762614,13.526369000153204,0,1
ORD_974,2024-01-10,A,WH_01,P_7,1,25.619219797265963,11.6912948068349,0,1
ORD_975,2024-01-10,A,WH_01,P_11,10,28.098105920827443,19.831121099175856,0,1
ORD_976,2024-01-10,A,WH_01,P_19,12,24.338865341353515,20.845525629790593,0,1
ORD_977,2024-01-10,B,WH_01,P_13,5,28.96317057825484,16.133963808773046,0,1
ORD_978,2024-01-10,A,WH_01,P_2,2,33.1107502058841,13.648135039941575,0,1
ORD_979,2024-01-10,A,WH_01,P_7,16,35.79030819110369,18.818748342758067,0,1
ORD_980,2024-01-10,B,WH_01,P_7,8,27.958159810336944,17.99633156780297,0,1
ORD_981,2024-01-10,A,WH_01,P_4,7,31.99427977248076,21.322370792006854,0,1
ORD_982,2024-01-10,B,WH_01,P_19,6,26.80381763150628,10.613028144694033,0,1
ORD_983,2024-01-10,B,WH_01,P_1,18,31.292425859597895,17.089020062799925,0,1
ORD_984,2024-01-10,B,WH_01,P_4,3,30.97300191472606,17.434055623569616,0,1
ORD_985,2024-01-10,A,WH_01,P_4,17,26.047738635337197,16.33891454059358,0,1
ORD_986,2024-01-10,B,WH_01,P_1,13,20.582524321629215,18.151182405882647,0,1
ORD_987,2024-01-10,B,WH_01,P_8,4,28.047646198511035,15.150957868237311,0,1
ORD_988,2024-01-10,B,WH_01,P_13,3,25.155302804842687,15.534521984852658,0,1
ORD_989,2024-01-10,A,WH_01,P_15,5,35.33613258105375,16.226145633594317,0,1
ORD_990,2024-01-10,A,WH_01,P_11,17,26.92139419124613,20.777016628508164,0,1
ORD_991,2024-01-10,A,WH_01,P_2,8,46.29028119039528,20.48170832297227,0,1
ORD_992,2024-01-10,B,WH_01,P_13,10,27.53584957629798,12.303718146588507,0,1
ORD_993,2024-01-10,A,WH_01,P_15,6,34.128880247960716,24.046590784088476,0,1
ORD_994,2024-01-10,B,WH_01,P_10,8,24.128087747685303,15.837095487561553,0,1
ORD_995,2024-01-10,A,WH_01,P_7,14,34.66243574761883,16.58017154346527,0,1
ORD_996,2024-01-10,A,WH_01,P_9,11,33.22272531924085,21.938745119148408,0,0
ORD_997,2024-01-10,B,WH_01,P_6,9,35.47049039205987,12.785067479383748,0,1
ORD_998,2024-01-10,A,WH_01,P_18,11,37.26410304043819,17.40965715336905,0,1
ORD_999,2024-01-10,B,WH_01,P_20,7,25.602008566275924,11.594051200426227,0,1
ORD_1000,2024-01-10,B,WH_01,P_2,11,22.91158801697433,12.165424107984116,0,1
ORD_1001,2024-01-10,B,WH_01,P_4,1,24.784733001210018,18.051123805437253,0,1
ORD_1002,2024-01-10,A,WH_01,P_14,12,28.049540389289955,19.38736195838138,0,1
ORD_1003,2024-01-10,B,WH_01,P_2,5,36.698059543037225,18.218481621645772,0,1
ORD_1004,2024-01-10,B,WH_01,P_5,6,21.001373674548933,16.74729921270197,0,1
ORD_1005,2024-01-10,A,WH_01,P_10,7,38.248683301300126,14.516643431529491,0,1
ORD_1006,2024-01-10,B,WH_01,P_19,12,32.13447309128957,16.49894385311339,0,1
ORD_1007,2024-01-10,A,WH_01,P_9,10,35.58998104284713,12.82524931217457,0,1
ORD_1008,2024-01-10,B,WH_01,P_8,2,28.846482382149997,16.086485421641957,0,1
ORD_1009,2024-01-10,A,WH_01,P_7,4,14.626653800132495,17.744879081565404,0,1
ORD_1010,2024-01-10,A,WH_01,P_1,6,31.225795309221297,15.44501347699682,0,1
ORD_1011,2024-01-10,A,WH_01,P_8,5,33.8512754158353,19.464751853954684,0,1
ORD_1012,2024-01-10,A,WH_01,P_10,1,31.500698778596046,21.44877206909588,0,1
ORD_1013,2024-01-10,B,WH_01,P_2,4,33.245001039112516,17.459286733819994,0,1
ORD_1014,2024-01-10,B,WH_01,P_10,1,30.640039239170136,16.65857029830274,0,1
ORD_1015,2024-01-10,A,WH_01,P_9,10,28.89345531666668,18.653407019246178,1,1
ORD_1016,2024-01-10,B,WH_01,P_6,9,20.93989116597794,15.812391752645953,0,1
ORD_1017,2024-01-10,A,WH_01,P_9,2,27.369555112419306,16.506114459546474,0,1
ORD_1018,2024-01-10,B,WH_01,P_4,14,39.01509095892745,16.091324169531404,0,1
ORD_1019,2024-01-10,B,WH_01,P_18,16,25.740134064207552,11.990154673005575,0,1
ORD_1020,2024-01-10,B,WH_01,P_20,10,25.897915362508957,12.30200763776426,0,1
ORD_1021,2024-01-10,B,WH_01,P_13,9,17.008796924777307,18.57981043485188,0,1
ORD_1022,2024-01-10,A,WH_01,P_11,5,21.157751630409102,17.175464097990623,1,1
ORD_1023,2024-01-11,A,WH_01,P_15,2,30.858554933520708,13.507659994182754,0,1
ORD_1024,2024-01-11,A,WH_01,P_17,10,33.51293303400572,21.783041929740023,0,1
ORD_1025,2024-01-11,A,WH_01,P_3,16,25.42267805078861,17.796385854901555,0,0
ORD_1026,2024-01-11,A,WH_01,P_2,12,34.67721101773688,18.057244883339305,1,1
ORD_1027,2024-01-11,B,WH_01,P_18,2,21.666586483470684,15.124965088391697,0,1
ORD_1028,2024-01-11,A,WH_01,P_15,15,37.053783962083415,18.069587935672125,0,1
ORD_1029,2024-01-11,B,WH_01,P_15,11,20.34647434334537,9.55508066951328,0,1
ORD_1030,2024-01-11,B,WH_01,P_11,7,27.51429288966167,15.373354777649702,0,1
ORD_1031,2024-01-11,B,WH_01,P_10,8,19.89625155160449,18.53653654535277,0,1
ORD_1032,2024-01-11,A,WH_01,P_13,4,26.853566715278,13.278257364016797,0,1
ORD_1033,2024-01-11,A,WH_01,P_9,9,33.24833019094432,15.830606105948226,0,1
ORD_1034,2024-01-11,B,WH_01,P_1,2,26.69939643068802,11.65947624879609,0,1
ORD_1035,2024-01-11,A,WH_01,P_6,10,29.70528561398426,12.07211010032514,1,0
ORD_1036,2024-01-11,B,WH_01,P_18,13,26.69190977603864,18.072625765869038,0,1
ORD_1037,2024-01-11,B,WH_01,P_18,15,26.471060622039424,19.077307844059078,0,1
ORD_1038,2024-01-11,B,WH_01,P_17,19,28.75977682967508,17.45001046141595,0,1
ORD_1039,2024-01-11,B,WH_01,P_11,17,24.52366489529406,18.03605200867169,0,1
ORD_1040,2024-01-11,B,WH_01,P_12,3,20.82312546436557,18.808066767947096,0,1
ORD_1041,2024-01-11,B,WH_01,P_20,6,30.401918692118358,14.655221870721299,0,1
ORD_1042,2024-01-11,B,WH_01,P_16,4,37.07115237238994,16.59369367987276,0,1
ORD_1043,2024-01-11,B,WH_01,P_17,6,27.812899333694098,20.403060457916162,0,1
ORD_1044,2024-01-11,A,WH_01,P_9,13,38.54110082612268,15.755711806135059,0,1
ORD_1045,2024-01-11,A,WH_01,P_13,14,30.039960514945736,18.374256298991803,0,1
ORD_1046,2024-01-11,B,WH_01,P_16,15,13.904238974733303,11.773693181771774,0,1
ORD_1047,2024-01-11,B,WH_01,P_1,16,18.739516026641365,13.278518366837156,0,1
ORD_1048,2024-01-11,B,WH_01,P_1,12,20.13055441205715,17.418182437654217,0,1
ORD_1049,2024-01-11,A,WH_01,P_12,15,23.532469968981804,17.589609285727978,0,1
ORD_1050,2024-01-11,A,WH_01,P_2,19,32.99242196179823,13.853947293922687,0,1
ORD_1051,2024-01-11,A,WH_01,P_20,5,25.692679821304985,10.404692051247558,0,1
ORD_1052,2024-01-11,A,WH_01,P_15,15,39.97102405306628,14.890991133192816,0,1
ORD_1053,2024-01-11,A,WH_01,P_11,18,30.48754420454016,20.016104836966328,0,1
ORD_1054,2024-01-11,A,WH_01,P_5,5,27.888496714777425,21.671795455405512,0,1
ORD_1055,2024-01-11,A,WH_01,P_2,12,25.127782160245292,20.40528169306493,0,1
ORD_1056,2024-01-11,A,WH_01,P_6,16,30.92449384785853,17.669983503896844,0,1
ORD_1057,2024-01-11,B,WH_01,P_15,1,31.029575142715785,13.931442729514146,0,1
ORD_1058,2024-01-11,A,WH_01,P_10,12,31.828688092785907,18.356037252203073,0,1
ORD_1059,2024-01-11,B,WH_01,P_16,9,32.53431794630179,14.651388233978876,0,0
ORD_1060,2024-01-11,A,WH_01,P_3,12,32.99365769140179,25.81590936408148,0,0
ORD_1061,2024-01-11,B,WH_01,P_9,17,25.037614811912917,15.794869393308453,0,1
ORD_1062,2024-01-11,A,WH_01,P_14,19,20.963590494879625,8.63836793116861,0,1
ORD_1063,2024-01-11,B,WH_01,P_16,1,22.19316065540283,9.21341549436803,0,1
ORD_1064,2024-01-11,B,WH_01,P_3,15,24.85662601559347,15.232325585284968,0,1
ORD_1065,2024-01-11,A,WH_01,P_13,17,30.951986359334374,18.075872098004027,0,1
ORD_1066,2024-01-11,B,WH_01,P_9,2,32.93072737021149,18.850809949549713,0,1
ORD_1067,2024-01-11,B,WH_01,P_18,1,25.300774790778174,12.788767953348252,0,1
ORD_1068,2024-01-11,A,WH_01,P_7,6,31.117409886833478,12.0787048571527,0,1
ORD_1069,2024-01-11,B,WH_01,P_12,5,26.15506750922579,16.921620219920495,0,1
ORD_1070,2024-01-11,B,WH_01,P_8,15,27.91899686496715,13.964025520086919,0,1
ORD_1071,2024-01-11,B,WH_01,P_18,19,24.445054149021363,8.616126009860254,0,1
ORD_1072,2024-01-11,A,WH_01,P_10,18,30.077689643379234,12.661803208478338,0,1
ORD_1073,2024-01-11,A,WH_01,P_1,13,40.930368066148574,21.334866454526125,0,0
ORD_1074,2024-01-11,A,WH_01,P_13,2,32.9084182877104,18.895355441944318,0,1
ORD_1075,2024-01-11,A,WH_01,P_2,1,38.28153643793531,14.0888261069248,0,1
ORD_1076,2024-01-11,B,WH_01,P_5,15,27.374306531250145,18.296544815548685,0,1
ORD_1077,2024-01-11,B,WH_01,P_6,2,12.523908440726576,14.948969641834678,0,1
ORD_1078,2024-01-11,B,WH_01,P_13,13,24.431721540153447,17.655005505763928,0,1
ORD_1079,2024-01-11,B,WH_01,P_12,14,23.474089879872857,16.647034937209746,0,1
ORD_1080,2024-01-11,A,WH_01,P_3,4,21.61842361709393,22.001657236501718,0,1
ORD_1081,2024-01-11,A,WH_01,P_9,18,24.086189010184935,18.060319400607295,0,1
ORD_1082,2024-01-11,A,WH_01,P_7,19,21.75410370124869,17.247745704665007,0,1
ORD_1083,2024-01-11,B,WH_01,P_7,6,24.116991116285146,13.15510360918746,0,1
ORD_1084,2024-01-11,B,WH_01,P_4,2,24.322214601506026,13.106423063118026,0,1
ORD_1085,2024-01-11,A,WH_01,P_13,11,32.15943370065108,17.199021629472636,1,1
ORD_1086,2024-01-11,B,WH_01,P_1,9,38.12443190498227,18.713971520019452,0,1
ORD_1087,2024-01-11,A,WH_01,P_3,7,32.35022174490737,16.188423206289137,0,1
ORD_1088,2024-01-11,B,WH_01,P_7,14,23.132720779832848,19.746837453388096,0,1
ORD_1089,2024-01-11,B,WH_01,P_15,18,31.499559331943868,16.350805676843546,0,1
ORD_1090,2024-01-11,B,WH_01,P_11,1,28.808809960519252,15.799524275599794,0,1
ORD_1091,2024-01-11,B,WH_01,P_6,17,24.830632685104053,19.305387744520488,0,1
ORD_1092,2024-01-11,A,WH_01,P_5,5,29.31223196930015,14.35558159233407,0,1
ORD_1093,2024-01-11,B,WH_01,P_1,4,22.956692480221466,19.724086063893854,0,0
ORD_1094,2024-01-11,B,WH_01,P_17,13,28.6917872096798,12.518554983177943,0,1
ORD_1095,2024-01-11,B,WH_01,P_6,8,27.379455192603874,16.556657984862866,0,0
ORD_1096,2024-01-11,A,WH_01,P_11,1,24.531398754984906,17.920549115133515,1,1
ORD_1097,2024-01-11,A,WH_01,P_17,18,26.583868437067565,19.01753273740645,0,1
ORD_1098,2024-01-11,A,WH_01,P_17,12,31.26342927957267,17.35215526159747,0,1
ORD_1099,2024-01-11,B,WH_01,P_6,5,27.14715295838776,16.291611114839917,0,1
ORD_1100,2024-01-11,B,WH_01,P_17,16,23.350652067687037,19.935991861200073,0,1
ORD_1101,2024-01-11,B,WH_01,P_9,15,30.487934851695996,12.909770824450934,0,1
ORD_1102,2024-01-11,A,WH_01,P_11,13,39.737379344992675,18.10656729233387,0,1
ORD_1103,2024-01-11,B,WH_01,P_5,3,18.872279832189697,8.733571073658208,0,1
ORD_1104,2024-01-11,B,WH_01,P_1,17,22.195551822169808,16.32592265227298,0,1
ORD_1105,2024-01-11,B,WH_01,P_9,4,20.81601158779072,13.88737576591747,0,1
ORD_1106,2024-01-11,A,WH_01,P_17,11,38.61930543232195,22.325827205857802,0,1
ORD_1107,2024-01-11,A,WH_01,P_8,3,24.103794440438854,15.824170175670151,0,1
ORD_1108,2024-01-11,B,WH_01,P_14,18,28.356095644491234,17.901528544234147,0,1
ORD_1109,2024-01-11,B,WH_01,P_14,11,24.015526076340144,10.813826348866886,0,1
ORD_1110,2024-01-11,A,WH_01,P_6,14,30.581306979584845,17.641141126893686,0,1
ORD_1111,2024-01-11,A,WH_01,P_5,17,37.582213346951605,13.599940762242323,0,1
ORD_1112,2024-01-11,A,WH_01,P_7,4,24.93352611440296,28.79840034209218,0,1
ORD_1113,2024-01-11,B,WH_01,P_18,4,18.900289341678565,14.121819907223387,0,1
ORD_1114,2024-01-11,A,WH_01,P_20,3,26.657737650439532,19.882833637777352,0,1
ORD_1115,2024-01-11,A,WH_01,P_18,4,42.3344857639367,18.598913882125636,0,1
ORD_1116,2024-01-11,A,WH_01,P_3,3,30.33154596771012,14.135314033432557,0,1
ORD_1117,2024-01-11,A,WH_01,P_4,19,27.500910737704398,15.219016839976312,0,1
ORD_1118,2024-01-11,A,WH_01,P_5,14,35.43817601630843,19.366194512934644,0,1
ORD_1119,2024-01-12,A,WH_01,P_3,9,43.755262160670824,16.62670864370608,0,1
ORD_1120,2024-01-12,A,WH_01,P_6,19,29.25532038679201,18.33112043979863,0,1
ORD_1121,2024-01-12,A,WH_01,P_6,12,39.14211217373847,22.716466439708146,0,1
ORD_1122,2024-01-12,A,WH_01,P_10,16,32.33016250712879,17.040420797563375,0,1
ORD_1123,2024-01-12,A,WH_01,P_13,13,20.061106887205117,15.975364510709648,0,1
ORD_1124,2024-01-12,B,WH_01,P_7,13,23.075618768211868,19.431729152249787,0,1
ORD_1125,2024-01-12,B,WH_01,P_7,13,30.989253506910693,10.316396740113458,0,1
ORD_1126,2024-01-12,A,WH_01,P_6,5,33.02879680012886,10.293597360997293,1,1
ORD_1127,2024-01-12,B,WH_01,P_20,1,18.238114524295014,12.848177091511655,0,1
ORD_1128,2024-01-12,B,WH_01,P_10,13,32.90494952652836,16.00818640759293,0,1
ORD_1129,2024-01-12,A,WH_01,P_18,3,39.10946772334059,15.180904741279473,0,0
ORD_1130,2024-01-12,B,WH_01,P_16,3,22.211840762601234,17.36691641976645,0,1
ORD_1131,2024-01-12,A,WH_01,P_7,19,30.544602907813132,18.695739547687342,0,1
ORD_1132,2024-01-12,B,WH_01,P_14,8,18.66618296605401,11.263109633875889,0,1
ORD_1133,2024-01-12,B,WH_01,P_19,10,19.122976570891417,14.3822055158309,0,1
ORD_1134,2024-01-12,B,WH_01,P_13,4,27.499347508325368,17.89234941391083,0,1
ORD_1135,2024-01-12,B,WH_01,P_12,14,23.152032677488464,15.815110940914648,0,1
ORD_1136,2024-01-12,A,WH_01,P_10,8,31.347873700480086,16.865170366267776,0,1
ORD_1137,2024-01-12,B,WH_01,P_16,4,35.26654818589265,16.55771836972274,0,1
ORD_1138,2024-01-12,A,WH_01,P_16,9,39.142222880427255,21.055970189739902,0,1
ORD_1139,2024-01-12,B,WH_01,P_19,1,29.49302409243615,16.88433909294612,0,1
ORD_1140,2024-01-12,B,WH_01,P_1,8,31.693618081190795,11.942152963976442,0,1
ORD_1141,2024-01-12,A,WH_01,P_9,18,33.40694430787125,18.689291661557117,0,1
ORD_1142,2024-01-12,A,WH_01,P_16,14,26.34763889855453,16.356012543776586,0,1
ORD_1143,2024-01-12,B,WH_01,P_18,16,23.84430828934982,15.682595270415618,0,1
ORD_1144,2024-01-12,B,WH_01,P_13,12,25.573848420637756,12.30815661593086,0,1
ORD_1145,2024-01-12,A,WH_01,P_5,2,37.67043960721455,18.410248829812897,1,1
ORD_1146,2024-01-12,A,WH_01,P_18,17,23.439040539311947,18.208011485146045,0,1
ORD_1147,2024-01-12,A,WH_01,P_13,11,35.53181275877763,20.18503563920863,0,1
ORD_1148,2024-01-12,A,WH_01,P_17,9,29.871388873047415,18.328021729022726,0,1
ORD_1149,2024-01-12,B,WH_01,P_5,9,26.550944132132233,15.082048213448289,0,1
ORD_1150,2024-01-12,A,WH_01,P_4,13,34.0472950549522,22.500823827002964,0,1
ORD_1151,2024-01-12,B,WH_01,P_7,10,27.24664082897422,16.80611746305245,0,1
ORD_1152,2024-01-12,B,WH_01,P_19,11,29.03360099826057,12.217669812692378,0,1
ORD_1153,2024-01-12,A,WH_01,P_16,4,25.92472354091435,18.67073207250803,0,1
ORD_1154,2024-01-12,B,WH_01,P_20,1,30.694116417251827,18.20083075967932,0,1
ORD_1155,2024-01-12,A,WH_01,P_13,15,31.944865795814685,17.33578331701793,0,1
ORD_1156,2024-01-12,B,WH_01,P_2,14,23.171273406468718,14.763954344659881,0,1
ORD_1157,2024-01-12,A,WH_01,P_16,13,31.24824490616927,16.1927426980175,0,1
ORD_1158,2024-01-12,A,WH_01,P_4,2,36.219878368745555,17.633029853601766,0,1
ORD_1159,2024-01-12,A,WH_01,P_19,8,22.589146603511878,14.589297574213042,0,1
ORD_1160,2024-01-12,B,WH_01,P_19,8,27.900527337327073,13.171688482628479,0,1
ORD_1161,2024-01-12,B,WH_01,P_1,18,21.13377155026166,15.887184507340116,0,1
ORD_1162,2024-01-12,B,WH_01,P_14,12,23.190621855141206,15.963674437583816,0,1
ORD_1163,2024-01-12,B,WH_01,P_11,18,26.427638141005687,15.369389768500321,0,1
ORD_1164,2024-01-12,B,WH_01,P_15,7,19.791774267445934,17.0667574359537,0,1
ORD_1165,2024-01-12,A,WH_01,P_5,1,34.733052170632604,17.350338698674477,0,1
ORD_1166,2024-01-12,A,WH_01,P_12,14,32.26297279676257,20.867408235337443,0,1
ORD_1167,2024-01-12,B,WH_01,P_1,15,26.9171579508874,16.70831127879023,0,1
ORD_1168,2024-01-12,A,WH_01,P_6,19,35.94044326298405,18.47027856709763,0,1
ORD_1169,2024-01-12,A,WH_01,P_10,12,28.43902269408747,15.580460018145697,0,1
ORD_1170,2024-01-12,A,WH_01,P_7,15,36.347550672338734,19.34545636258932,0,1
ORD_1171,2024-01-12,A,WH_01,P_2,19,31.04877384550126,15.245942815083104,0,1
ORD_1172,2024-01-12,A,WH_01,P_7,7,32.86055940114496,20.614573158263802,0,1
ORD_1173,2024-01-12,A,WH_01,P_12,10,38.81309774577822,18.544796307286845,0,1
ORD_1174,2024-01-12,A,WH_01,P_1,4,23.941248394132753,16.813198880262878,0,1
ORD_1175,2024-01-12,A,WH_01,P_11,5,17.221616600922488,15.595213296738791,0,1
ORD_1176,2024-01-12,B,WH_01,P_13,15,24.720775630848564,16.437301289511996,0,1
ORD_1177,2024-01-12,B,WH_01,P_11,9,32.414999692584345,12.309047031494854,0,1
ORD_1178,2024-01-12,A,WH_01,P_16,2,20.52130301393187,22.42311021598802,0,1
ORD_1179,2024-01-12,B,WH_01,P_4,12,18.557175172762637,11.708927486159647,0,1
ORD_1180,2024-01-12,A,WH_01,P_20,9,32.529414523315694,20.921715359979686,0,1
ORD_1181,2024-01-12,B,WH_01,P_3,4,20.195871093486495,10.490080251463741,0,1
ORD_1182,2024-01-12,A,WH_01,P_16,13,28.976964476673917,19.681957558736325,0,1
ORD_1183,2024-01-12,B,WH_01,P_3,16,24.250128499334046,16.99135171914051,0,1
ORD_1184,2024-01-12,B,WH_01,P_10,7,26.56457636928425,19.69968637355252,0,1
ORD_1185,2024-01-12,A,WH_01,P_16,19,36.20049846319017,20.284257877212593,0,1
ORD_1186,2024-01-12,A,WH_01,P_7,15,35.47920103406927,21.143052183325192,0,1
ORD_1187,2024-01-12,A,WH_01,P_20,17,36.749925236561154,14.643701511558461,0,1
ORD_1188,2024-01-12,B,WH_01,P_17,1,29.186739663039038,14.852297336787338,0,1
ORD_1189,2024-01-12,B,WH_01,P_13,3,23.975466180359128,16.244470773544442,0,1
ORD_1190,2024-01-12,B,WH_01,P_6,15,24.15150518537134,14.105430166396832,0,1
ORD_1191,2024-01-12,A,WH_01,P_17,16,32.5046281386969,16.1983624036205,0,1
ORD_1192,2024-01-12,A,WH_01,P_15,12,35.76374720771278,21.33509560693232,0,1
ORD_1193,2024-01-12,A,WH_01,P_11,6,32.44002046866882,20.90630968704406,0,1
ORD_1194,2024-01-12,B,WH_01,P_12,7,19.260437786320747,16.401351063259522,1,1
ORD_1195,2024-01-12,A,WH_01,P_17,19,25.762196343051322,19.263254970659418,0,1
ORD_1196,2024-01-12,A,WH_01,P_3,9,36.86346752198003,20.70212315712599,0,1
ORD_1197,2024-01-12,A,WH_01,P_8,8,30.94092540151118,12.138684056660974,0,1
ORD_1198,2024-01-12,A,WH_01,P_2,9,35.4130856568106,18.771584556684044,0,1
ORD_1199,2024-01-12,B,WH_01,P_18,3,25.892001528074804,11.397545913687704,0,1
ORD_1200,2024-01-12,B,WH_01,P_2,11,17.26328762929593,17.446144514166377,0,1
ORD_1201,2024-01-12,A,WH_01,P_8,14,44.442672096819706,15.641087840585014,0,1
ORD_1202,2024-01-12,B,WH_01,P_3,6,22.911479240069635,20.51046541971556,0,1
ORD_1203,2024-01-12,B,WH_01,P_8,10,19.869431414284477,13.817868017554884,0,1
ORD_1204,2024-01-12,A,WH_01,P_14,6,32.90739072923911,16.197941815567322,0,1
ORD_1205,2024-01-12,A,WH_01,P_1,18,36.854403553069275,16.202707745372916,0,1
ORD_1206,2024-01-12,B,WH_01,P_12,18,30.869508978995515,16.544591956754793,0,1
ORD_1207,2024-01-12,A,WH_01,P_4,19,37.84019571491368,19.871687829229728,0,1
ORD_1208,2024-01-12,A,WH_01,P_5,7,23.877471951741448,20.203430235003655,1,1
ORD_1209,2024-01-12,B,WH_01,P_1,9,24.440987669974135,16.409793507762043,0,1
ORD_1210,2024-01-12,B,WH_01,P_15,2,31.539995780912285,16.266051937492577,0,1
ORD_1211,2024-01-12,B,WH_01,P_4,15,33.18013054366849,13.45836719506632,0,1
ORD_1212,2024-01-12,B,WH_01,P_11,19,26.141631730376083,17.746212190129548,0,0
ORD_1213,2024-01-12,B,WH_01,P_14,3,37.28905588548881,11.403972083013603,0,0
ORD_1214,2024-01-12,A,WH_01,P_18,8,31.52366816133256,19.527416379395625,0,1
ORD_1215,2024-01-12,B,WH_01,P_19,16,16.663425566381783,14.471755957403937,0,1
ORD_1216,2024-01-12,B,WH_01,P_13,16,31.400329814786712,11.415485440178964,0,1
ORD_1217,2024-01-12,A,WH_01,P_5,4,36.42575558078301,15.882362957819355,0,0
ORD_1218,2024-01-12,B,WH_01,P_16,5,31.69798685935933,11.155115182318749,0,1
ORD_1219,2024-01-12,B,WH_01,P_6,10,24.732657796768272,14.762350986282895,0,1
ORD_1220,2024-01-12,A,WH_01,P_16,15,33.36660200842923,13.05307248632609,0,1
ORD_1221,2024-01-12,B,WH_01,P_16,19,29.861926161539515,12.848575526443595,0,1
ORD_1222,2024-01-12,A,WH_01,P_7,19,30.703373772900086,14.950426913452194,0,1
ORD_1223,2024-01-12,B,WH_01,P_6,19,34.665019753634695,18.031843785656076,0,1
ORD_1224,2024-01-12,A,WH_01,P_11,8,29.878181474904252,17.124408452580717,0,1
ORD_1225,2024-01-12,A,WH_01,P_10,10,27.4037287855976,16.61619884850508,0,0
ORD_1226,2024-01-12,A,WH_01,P_16,6,22.191838887473622,14.878770174384776,0,1
ORD_1227,2024-01-12,B,WH_01,P_3,13,30.085315223676016,10.795299112443654,0,1
ORD_1228,2024-01-12,A,WH_01,P_1,18,30.673733313786975,15.247901012543418,0,1
ORD_1229,2024-01-13,B,WH_01,P_12,7,25.366607170455065,14.142343641535843,0,1
ORD_1230,2024-01-13,A,WH_01,P_10,16,49.1668194058021,18.894813313802963,0,1
ORD_1231,2024-01-13,A,WH_01,P_6,2,36.15930560995223,11.916968184987454,0,1
ORD_1232,2024-01-13,B,WH_01,P_5,15,28.400620012098177,10.113297511003116,0,1
ORD_1233,2024-01-13,B,WH_01,P_15,4,32.92509818976205,11.82422818279111,0,1
ORD_1234,2024-01-13,A,WH_01,P_18,3,34.63147574552603,13.889920117906712,0,1
ORD_1235,2024-01-13,B,WH_01,P_8,4,32.326881361298014,14.354886210972097,0,0
ORD_1236,2024-01-13,B,WH_01,P_14,12,33.52701213132583,11.051236457281817,0,1
ORD_1237,2024-01-13,A,WH_01,P_13,7,25.928508069852818,19.346455217316677,0,1
ORD_1238,2024-01-13,A,WH_01,P_12,2,29.7882838052858,20.42113924982006,0,1
ORD_1239,2024-01-13,A,WH_01,P_5,10,32.11759769946577,15.59270988040549,1,1
ORD_1240,2024-01-13,A,WH_01,P_15,12,26.14430401484212,19.986494423332104,0,1
ORD_1241,2024-01-13,A,WH_01,P_19,12,40.7414756777258,19.425866427955743,1,1
ORD_1242,2024-01-13,A,WH_01,P_20,10,30.920259789180317,19.956979607484694,0,1
ORD_1243,2024-01-13,A,WH_01,P_12,8,42.765001923817934,19.10709518929239,0,1
ORD_1244,2024-01-13,A,WH_01,P_4,4,30.33529958969363,14.232601676464189,0,1
